grad,fls1,fls2,fls3,pout
0.1,0.1,0.5,0.5,-208.722122613
0.104119665629,0.14,0.5085672467,0.277837997212,-241.586049328
0.129718205295,0.128191345764,0.389745748491,0.434737476013,-213.150315189
0.134149530513,0.07,0.619460437531,0.60862021696,-235.563136728
0.172655509695,0.122071126909,0.493399015206,0.536768292038,-198.939448642
0.2,0.130383338145,0.560447370016,0.469102646721,-204.619204583
0.186758502372,0.07,0.491198442301,0.267593280998,-272.135070492
0.135846351714,0.0782603039685,0.268495512507,0.433149641906,-257.88119537
0.132609538288,0.0773001579996,0.624635510839,0.618374748985,-215.751779986
0.186904739391,0.11303835452,0.621229558542,0.593810125431,-200.764395893
0.2,0.110263279197,0.512566870421,0.742680233629,-184.310169753
0.2,0.14,0.442672821408,0.696363378588,-211.218507749
0.197549960687,0.118465992283,0.542478270475,0.631604721107,-190.973783498
0.2,0.14,0.507634798685,0.680846127873,-223.719262391
0.172023182788,0.14,0.664083454837,0.837165115111,-248.557607016
0.2,0.07,0.623907482138,0.632656725477,-263.782582445
0.137922080137,0.104547103572,0.523933307331,0.828708284553,-214.260472902
0.2,0.07,0.653046935616,0.680255198073,-261.761391689
0.121425430089,0.14,0.502176990933,0.768739458855,-252.029690691
0.109737927384,0.129206288069,0.52652917456,0.499945866309,-245.892101272
0.124277014381,0.110527055375,0.655297549838,0.75099217713,-238.808190048
0.2,0.14,0.502088993776,0.832732906179,-227.713579229
0.197347163401,0.14,0.464660060922,0.821327117851,-222.731668523
0.146272852723,0.115028797506,0.611474437975,0.844059063302,-234.636649252
0.2,0.0984255586356,0.421934680644,0.709671322231,-233.326192865
0.2,0.14,0.510230320818,0.820147226646,-228.565543621
0.165296111068,0.07,0.447620667444,0.707381416126,-262.336062649
0.115314375559,0.14,0.470154414526,0.688924960663,-250.849909162
0.2,0.0738306534422,0.575496732604,0.659847624049,-260.88497533
0.2,0.101248179444,0.532001295158,0.564561063407,-209.270251933
0.18429367569,0.14,0.53633344502,0.649795549194,-233.24749777
0.2,0.14,0.459877960147,0.702029859248,-215.334800744
0.2,0.14,0.709759893574,0.622504993849,-239.963517765
0.140389327142,0.0832643267968,0.343813976654,0.680932686639,-242.577353503
0.101881088816,0.07,0.455875372915,0.663162484299,-227.44497484
0.15272201767,0.07,0.705489519613,0.761534093983,-239.59276566
0.2,0.07,0.496720842661,0.681999365273,-271.063038891
0.169746774819,0.14,0.598637285552,0.761342372331,-244.978279252
0.189317136128,0.0851612150352,0.493000213012,0.734036834964,-242.064962399
0.2,0.14,0.603781625821,0.797357189844,-236.687543359
0.140816325421,0.07,0.463436970649,0.791422442425,-249.205249767
0.2,0.0757663163113,0.415983663074,0.86864993348,-268.00914648
0.0711198824173,0.14,0.410322071832,0.83161596871,-259.600422461
0.195751856775,0.131026924139,0.524622147795,0.9,-225.863736068
0.2,0.109393016925,0.564206364613,0.797628055793,-192.718683732
0.2,0.0907027350156,0.496911198422,0.646820145012,-238.312584892
0.13290524976,0.100594943311,0.461706649121,0.828197582038,-198.203504056
0.2,0.14,0.398724051434,0.812099358982,-206.731674577
0.189710363015,0.14,0.582171392383,0.755273621204,-237.784777045
0.165904164252,0.107746006586,0.492749442538,0.53883580221,-159.818213167
0.150555892161,0.137481710817,0.556810382508,0.547170741005,-241.606754521
0.141590448659,0.137167349203,0.573767689774,0.503426617556,-244.225275652
0.0910015900644,0.14,0.696935585886,0.586036369278,-263.480661337
0.116001155906,0.14,0.39351293838,0.493460115474,-237.573124648
0.102538512779,0.125782565253,0.459032735004,0.541426450347,-241.854242969
0.14339675458,0.14,0.398435770287,0.531966767151,-226.871739299
0.167297490184,0.13756686121,0.491723176335,0.582091890549,-230.402514635
0.176418048403,0.14,0.429377551516,0.627175063378,-219.165134665
0.105147213665,0.107656379435,0.641286240235,0.277634847373,-218.417616945
0.1988765033,0.14,0.38920007151,0.541540133175,-183.314430055
0.158076653467,0.14,0.38417410587,0.54361984831,-215.920035237
0.183412945201,0.107101215822,0.439389160666,0.602832505447,-194.609379847
0.2,0.07,0.368266787514,0.520059532845,-281.420313075
0.2,0.14,0.46224420927,0.364654718835,-183.96874786
0.141200735181,0.0768042645976,0.373822812907,0.388368790321,-252.115055009
0.184039709139,0.07,0.552806184847,0.62059157452,-262.931073536
0.12302450267,0.14,0.597530103494,0.498327519198,-251.950289597
0.2,0.14,0.600444632481,0.581615142462,-230.520707947
0.171991957043,0.101315258706,0.509326807196,0.342556687703,-210.622094334
0.157341936662,0.07,0.436613425564,0.64620045587,-260.513014615
0.171228300173,0.07,0.288355264111,0.490065178434,-277.57634162
0.12817300932,0.14,0.472936549295,0.449164724283,-240.140325084
0.127766529227,0.14,0.438966921155,0.502425104259,-238.876504376
0.149787430521,0.102346749508,0.546000133145,0.497782001193,-168.540711427
0.133957981135,0.0840620343477,0.502358012025,0.502680664811,-213.014551629
0.0970614864593,0.0910246708481,0.601550273464,0.39471026555,-195.687762738
0.2,0.104677846641,0.461181670117,0.406112721523,-228.377471438
0.196029064892,0.106801389307,0.342374200205,0.483822373376,-243.887557022
0.172851818296,0.0925048561465,0.414957413856,0.426647832649,-240.946311144
0.187246050854,0.107302849969,0.471940181985,0.657146585284,-185.712090723
0.191480397445,0.0769088776746,0.542593612136,0.450963818956,-259.719894903
0.193613326539,0.118829043042,0.530717577883,0.413957856156,-143.555165204
0.2,0.0818571358379,0.457735637874,0.50970920877,-261.624884937
0.16740047583,0.126867693169,0.558017989094,0.584356721212,-228.03991541
0.2,0.14,0.544355236045,0.32315000771,-195.917064823
0.150319194611,0.14,0.613183974023,0.616317016952,-248.649228811
0.197693201953,0.0816040287438,0.48402348036,0.339832990364,-262.126990786
0.193310723083,0.0802384288131,0.558987837938,0.419417297852,-255.1447807
0.118860666957,0.07,0.569278684691,0.461325065589,-231.605778581
0.2,0.14,0.459729904246,0.466274840939,-194.267938263
0.190164292159,0.07,0.321216341162,0.500125336875,-281.58435206
0.135634032989,0.14,0.325340801321,0.298945463483,-204.843124921
0.168840763174,0.0929068144321,0.703794517875,0.404697499692,-188.75105042
0.2,0.0914026707754,0.609323352449,0.430990871391,-231.367227325
0.144601844763,0.14,0.512532219537,0.422500483737,-236.154554007
0.14729160938,0.0857772210015,0.513617987968,0.427875484566,-222.104951648
0.100722736104,0.0814451719002,0.552309733792,0.458288441666,-180.62009758
0.2,0.109426983386,0.581449953528,0.50709663064,-164.858581929
0.195708675506,0.130281753885,0.567537979041,0.444611188551,-206.235536342
0.16977931501,0.07,0.621982261057,0.44873285877,-256.319701148
0.172713568967,0.110626983748,0.560241319139,0.372556115099,-129.33898512
0.150113675633,0.123085644482,0.635025497112,0.444687011174,-231.453169664
0.113180525879,0.119598590515,0.583975953095,0.294840686902,-228.260470368
0.193605721619,0.0914191012728,0.541427209881,0.393940454214,-239.391094488
0.172978925561,0.126062677877,0.514614293531,0.392630445503,-195.937871455
0.165591793947,0.133062441387,0.500024901281,0.438582475779,-218.642337872
0.127327960947,0.0989074533511,0.568571038509,0.413551781005,-172.013342285
0.187239561428,0.134390219508,0.540578329374,0.32956444678,-198.977358606
0.133123301045,0.0975596408769,0.60069075888,0.32780002343,-115.083086748
0.0721954026311,0.107616491008,0.5415477889,0.389478442843,-237.557416458
0.124666075604,0.07,0.564254858417,0.277535460988,-240.038951436
0.103726424346,0.114852039075,0.561117570539,0.353581109535,-229.217303026
0.136022034462,0.105594771045,0.653335292668,0.294742240611,-184.159216141
0.110503394513,0.07,0.649779976801,0.231570055492,-225.125818821
0.122537056126,0.0836006115934,0.667926681493,0.440149947759,-186.601917243
0.138000584761,0.103659851565,0.675502384258,0.319381531481,-185.781941136
0.112734948477,0.0752766258948,0.631768724551,0.373936302559,-208.145501296
0.13961271768,0.0902859521405,0.570923504897,0.262691214377,-203.220858548
0.109371417616,0.105262864934,0.592602792591,0.266663058922,-201.414817114
0.138312451973,0.0998714117687,0.632534046629,0.34062484969,-151.576561513
0.105410033209,0.133706314308,0.585977690575,0.390674752668,-249.336509191
0.166744911086,0.0718077481357,0.672367573493,0.285870417016,-253.52184486
0.130673571357,0.0915274089739,0.580813886824,0.285702841874,-176.656492298
0.135234604221,0.110592655819,0.612890181783,0.325742344376,-201.458131915
0.137553561218,0.0820896057725,0.606202016797,0.297175870257,-217.416460299
0.126229525579,0.101497448427,0.612175553951,0.296774760797,-170.124210871
0.122497052834,0.119637493357,0.527176815918,0.278137259561,-213.756368502
0.109673618886,0.118088834543,0.57491953368,0.22209098297,-220.599241436
0.120540296496,0.113828501768,0.669173359703,0.333014674083,-227.383778159
0.107776570254,0.07,0.610195542084,0.282449654948,-224.588867301
0.138906256902,0.119970960603,0.630471104019,0.295838877138,-218.082228763
0.118422062321,0.07,0.680012351276,0.353603946005,-226.040246512
0.120559370515,0.0877907841297,0.603897393797,0.289289785383,-169.470073964
0.110510229511,0.07,0.635409319848,0.306466653475,-223.991672044
0.13371497639,0.0876448134866,0.574968149901,0.421593651238,-190.248003267
0.111952082898,0.0824625338197,0.638141018971,0.333771136782,-176.855329032
0.2,0.0866911975427,0.602364802298,0.315193795086,-248.496212082
0.138713944188,0.0935813215999,0.632699474996,0.345015421985,-152.454069565
0.159447938199,0.0859009117994,0.553704264366,0.293413479842,-232.138223539
0.108851158913,0.115171911211,0.562745289191,0.382902054359,-229.553362515
0.124731536062,0.0764205914118,0.636534981351,0.400937395458,-214.642338841
0.0994140129332,0.098220106733,0.645596621938,0.385932894101,-216.765939702
0.111040006411,0.104632290075,0.524102611359,0.28123633579,-185.571760301
0.154818403273,0.119941904705,0.642943123666,0.288747283076,-206.480777539
0.0922375303985,0.0865363718217,0.610433104071,0.35291065387,-183.985709669
0.120557201824,0.0884064555328,0.450391824811,0.318224615647,-203.192253632
0.120414170171,0.072019109218,0.589612646636,0.332540585587,-229.039065675
0.125026451935,0.119342439342,0.701107458465,0.350167108993,-236.659931819
0.121949486666,0.120228251732,0.644800064358,0.375758311038,-236.671650908
0.124972229003,0.106642838349,0.542572839347,0.314521957858,-180.149678359
0.0882410985652,0.0793452512677,0.607281290458,0.334913527761,-174.612154001
0.147125915505,0.116107093707,0.638963968016,0.36389383726,-215.219195111
0.113595208322,0.114674176598,0.613576773673,0.467714556753,-236.561498351
0.160460480525,0.0869550707175,0.605359563019,0.314662359995,-223.991243177
0.119962159994,0.0802103860788,0.584855439042,0.344656763693,-204.647392538
0.157639249697,0.0701921615305,0.701069649169,0.344803013704,-248.730143568
0.0992095983257,0.0764950790298,0.686364706144,0.342530979907,-186.595417655
0.134465274582,0.0918023768132,0.574769339727,0.347279377054,-176.468650321
0.120033783726,0.07,0.538192980655,0.389633966813,-236.269615226
0.143360463983,0.099349198257,0.642082969327,0.340727555023,-137.717797266
0.0696337251317,0.113027409694,0.650174829214,0.273265480291,-244.235021099
0.133194080289,0.12874462954,0.676924301556,0.276490804155,-234.475058429
0.150885389614,0.121502813027,0.610165829301,0.345054079681,-216.2393315
0.158664148356,0.120753614933,0.57031633022,0.316096089492,-196.003138221
0.116015749192,0.101720805238,0.612257368648,0.329818617509,-195.377680274
0.155328754478,0.129956373531,0.512056871605,0.336552322716,-212.30432079
0.144260370207,0.0834968063354,0.635283336635,0.341728591401,-213.978458442
0.142165024053,0.07,0.675005961201,0.327603595895,-242.504440637
0.167069889067,0.104147463082,0.509319084268,0.35697224183,-193.917504409
0.163813448001,0.0832586237016,0.566390427124,0.329572132684,-237.377951825
0.174611830123,0.129544613204,0.581309461071,0.32785074536,-208.050740461
0.113739752222,0.127630379003,0.602849979273,0.28010707637,-236.819879051
0.123575019018,0.0781204938136,0.597261044639,0.351788317228,-213.775847711
0.153955648603,0.14,0.562829163732,0.308851210382,-227.545544384
0.119735128542,0.14,0.749293029341,0.336208894464,-254.188288897
0.0764683287683,0.104008055865,0.602757138318,0.284315664526,-229.955314437
0.181208675851,0.132886326651,0.584932049,0.293577561219,-203.865090749
0.185606641513,0.118373112348,0.562589548801,0.397202134597,-161.801127514
0.11605158871,0.113422683495,0.624709774734,0.291694219683,-220.549319672
0.140920050648,0.116554559154,0.620209936686,0.315393240269,-211.198200494
0.153705669662,0.0911581488987,0.616273865684,0.341658146427,-200.81631912
0.125324359632,0.0817183831818,0.550968947552,0.265136556467,-214.691985189
0.165274467505,0.076486759674,0.514567399778,0.380851142363,-252.23556508
0.0930758123058,0.0773747767284,0.544689263373,0.223251290879,-189.22720492
0.123442195582,0.0798591820838,0.597153201381,0.29631102104,-210.85006274
0.127625464781,0.0779213584483,0.600115136312,0.383766843686,-216.630483896
0.163459735678,0.110206172353,0.601949910994,0.322967150508,-145.82041288
0.179634870281,0.107489402424,0.660452578877,0.2310835161,-185.900026242
0.113093746527,0.101319168857,0.578897861138,0.394903555977,-201.783402319
0.132284382702,0.139465143283,0.570916916039,0.214825959144,-228.839598318
0.159229738245,0.07,0.55964070392,0.310378039416,-257.913693878
0.135943812634,0.126012515972,0.558702624548,0.381478972561,-229.608922153
0.13056470221,0.12835215659,0.591646925919,0.376303558412,-237.459450387
0.13645445117,0.0716453771967,0.58736783806,0.298141968347,-242.082249536
0.164426227622,0.0957376473646,0.599607406401,0.408089999647,-187.580299325
0.145705614452,0.11952000505,0.527746987295,0.316751430886,-196.863022959
0.188561849529,0.0959315582225,0.582163073155,0.31275269992,-226.872936592
0.137526767716,0.0942809604083,0.677677681953,0.290042527046,-133.848224743
0.14615838916,0.0766003791083,0.621308595886,0.412503896077,-231.932023934
0.134694858098,0.0762424628593,0.60075855897,0.40173672092,-226.311952466
0.12603605168,0.0871392611494,0.565224184977,0.332659308325,-189.237828831
0.133898657896,0.111764264278,0.589814100586,0.323559714567,-200.870239069
0.158240778335,0.0946813847488,0.567952113981,0.325621812998,-204.042702806
0.125537660937,0.0791675094005,0.614771718412,0.319913221212,-211.932784769
0.139319382023,0.0921196978671,0.618592969368,0.319317823653,-174.977251072
0.14392026768,0.110846245982,0.617268957883,0.369750776477,-202.504629735
0.118577639639,0.087367496401,0.62155017755,0.352680367185,-161.516184392
0.129840894115,0.0908396969326,0.617827923114,0.268018236901,-171.321402927
0.139177257954,0.086995375437,0.616348318066,0.349636146537,-198.768152474
0.120410943552,0.110567119653,0.613003916851,0.353740630289,-218.390480363
0.146650346477,0.113299296486,0.55934270848,0.275020240323,-176.919997437
0.145861808022,0.0861984784703,0.594080122571,0.338516388495,-213.139388523
0.123537202411,0.105845995252,0.567378368254,0.306782388686,-184.800481958
0.136698190634,0.118727805179,0.615679653025,0.341610081189,-221.264228985
0.150538773912,0.104408772438,0.620389255463,0.331489083892,-141.541359834
0.143089167382,0.111335545802,0.618297655406,0.353085337641,-201.829401148
0.132496328699,0.109503064657,0.607636529972,0.300404642451,-195.271119735
0.141452891289,0.0890596291955,0.601080906721,0.329509241554,-198.036275099
0.12021674996,0.0925396764312,0.605089955207,0.328331043674,-133.21619574
0.13315499267,0.116472052424,0.649226556917,0.343501452311,-223.504384641
0.116950916206,0.0893584837595,0.605433377708,0.260537514388,-148.549275621
0.133095360326,0.109302409711,0.588464380792,0.355103112169,-199.396349338
0.116962712173,0.111964253391,0.639786295904,0.279012923887,-217.281097518
0.133175049377,0.0766794742978,0.600909651732,0.33502005922,-226.454781087
0.138409359243,0.07,0.596751549224,0.338987503444,-244.662251019
0.127514060885,0.0884896347925,0.602261213446,0.331055826608,-176.706298514
0.131963655701,0.0985488609146,0.627606391799,0.321828976735,-145.874141299
0.128433875012,0.0892369664499,0.627955724553,0.334051229729,-166.704578078
0.122842563034,0.0823891755521,0.610576460104,0.31960299741,-197.745816821
0.160451746526,0.0930546130143,0.617701812223,0.372213122686,-196.761900598
0.126435738684,0.0833941538784,0.607849892332,0.355616659462,-196.818720277
0.130002409906,0.115554632039,0.635978875757,0.336547180533,-221.820902633
0.123210285508,0.0957606965453,0.56337229779,0.314240705952,-116.885116152
0.122560189571,0.112471132784,0.601933215139,0.2591135658,-207.150254919
0.10406344141,0.0967114147966,0.614582769818,0.358401390819,-199.985382178
0.121811078001,0.119299070531,0.593389074418,0.305434179603,-224.882441127
0.105778823199,0.103154275291,0.553900430734,0.337178275775,-200.680691687
0.123721671908,0.0759880483722,0.577713670478,0.329236928063,-222.834533934
0.0975734207425,0.0932092576247,0.563507214034,0.341806254953,-184.691391249
0.106848690627,0.07,0.568647250414,0.269023402354,-226.94719031
0.121463206,0.0835548595983,0.567444242525,0.285514481047,-200.699091772
0.124658398195,0.0888143796972,0.61504988614,0.34565723213,-163.963503241
0.115106564834,0.0919807029177,0.576666482693,0.308092552745,-126.254527535
0.127446910482,0.0708672071752,0.565406667254,0.362201710957,-237.637493346
0.132684923473,0.123190677648,0.544066218821,0.331847159471,-220.463702878
0.133708783479,0.099941830207,0.546581123856,0.30810561071,-134.061589171
0.122576738642,0.0869620906955,0.551826724174,0.268392771092,-193.197230766
0.111395357389,0.07,0.593987107606,0.284528620068,-228.817017025
0.12687823857,0.07920624239,0.5246680775,0.291105288007,-225.100020533
0.120175442004,0.107616128565,0.547363140358,0.353853631893,-198.385475252
0.120212547575,0.0797508182815,0.567130038203,0.275552052189,-212.6996717
0.130350866498,0.0923426172797,0.627510535295,0.269814307372,-157.066889817
0.109000752185,0.0832061295825,0.53281081001,0.311122944845,-187.297359427
0.127326808928,0.105709162797,0.562980800528,0.317406907235,-178.261678647
0.123710659287,0.0789242120517,0.548518070631,0.324968720919,-218.223305512
0.116995505628,0.0813769142464,0.568441817272,0.323341560967,-200.091037214
0.129213082525,0.0809243186192,0.548742797668,0.260272885871,-221.094458488
0.113151861708,0.0853268628541,0.547559130981,0.263754013771,-185.433126564
0.103498547572,0.083822392344,0.52960057738,0.312131845902,-174.194840469
0.118868313544,0.0830305613857,0.524766754861,0.317167439997,-203.973716907
0.119510273254,0.107625690903,0.579365997896,0.356109094724,-206.940663413
0.119113884773,0.0895959745753,0.617302481593,0.361344421605,-152.754773366
0.132693878103,0.105341189524,0.557135167653,0.344044857373,-169.067272648
0.137256191131,0.091850403888,0.587980019078,0.335537045683,-179.742094851
0.123395233154,0.114891300915,0.561049149431,0.290667437089,-209.142373135
0.135661327603,0.0993716774059,0.530979786719,0.300986736189,-156.286580517
0.123894235049,0.103804412085,0.538976634412,0.312061117154,-165.456021021
0.113509380514,0.110967781286,0.60339003748,0.310263054228,-217.385253582
0.11279098709,0.110320406358,0.5305748675,0.31272008067,-205.453925984
0.133453321341,0.113298571472,0.570850645064,0.332320814004,-202.908791209
0.104823385689,0.109160851222,0.607511927921,0.342682760358,-223.841715477
0.113582614408,0.0809638585985,0.555150626885,0.316475060079,-199.534001146
0.142278345944,0.0806486204915,0.564836836652,0.318020951353,-228.320564873
0.133345495268,0.113641608425,0.569357067487,0.318329273574,-201.407701876
0.137375967375,0.101668157069,0.569215207335,0.31461348552,-122.198725126
0.117967812189,0.101749180115,0.5557823186,0.35614345737,-181.398882478
0.116765566932,0.114590776528,0.600241477412,0.319845784018,-222.491258979
0.12006752639,0.0860544302262,0.596288677187,0.309357485132,-179.518621948
0.109322942831,0.0980927948674,0.579450072043,0.316227747932,-180.986066898
0.105758154787,0.0931677201892,0.578267192995,0.354793499699,-173.894425414
0.131546920116,0.0920309241335,0.562397826824,0.327255108609,-175.125366342
0.105960210922,0.0894811116074,0.560940868123,0.342539567022,-149.220319177
0.108558690298,0.0802331766107,0.588562116743,0.296046303821,-191.39280263
0.134757985723,0.0727601941886,0.607431920166,0.306549422875,-237.037440429
0.0987143030802,0.08763742231,0.532589524272,0.31366338926,-143.678460828
0.136205563687,0.104467231493,0.529130694995,0.286596069324,-147.410119904
0.123789801134,0.100279855759,0.553101613147,0.265904465961,-136.318293505
0.126673187991,0.110015638285,0.567328653569,0.346598654247,-202.166260878
0.105989079689,0.0776567435064,0.597044880889,0.327379205222,-196.556977384
0.103736025638,0.0777146069268,0.558349445007,0.290264151003,-200.533844411
0.0966423116842,0.102111465376,0.519582495618,0.335386146496,-203.353858708
0.0984669914185,0.101497881805,0.518450418999,0.286191530852,-194.107339285
0.122093235062,0.0896361785748,0.599206416156,0.330432635108,-156.205906385
0.130564621395,0.07,0.572972403187,0.3273545379,-241.92305056
0.124880347479,0.0848346493376,0.568399973729,0.319019904151,-197.827521688
0.10631449242,0.0824518410133,0.573926727916,0.312867825491,-178.361284216
0.134066783467,0.0852969471303,0.587263388557,0.32266269864,-204.900357304
0.139783830167,0.0971342415351,0.567557450863,0.349632106732,-151.835523494
0.126138675205,0.0874360587085,0.548014778611,0.300016357484,-194.501926978
0.135377518382,0.0978875754917,0.614919895137,0.295798328674,-108.020953599
0.143225567177,0.099373272279,0.591133073103,0.320240123228,-133.762510073
0.132429044755,0.094619674976,0.603813216522,0.281536677973,-151.588110566
0.120192084419,0.100291006833,0.611883731908,0.295486025978,-175.798228804
0.141199869974,0.0954443161296,0.634397129503,0.271046948589,-161.647205797
0.143406621751,0.104217153516,0.598996127191,0.249151901055,-149.097933989
0.143453599427,0.0960167926971,0.624979051261,0.302164872622,-155.14828858
0.133988118888,0.0928053584034,0.610067519971,0.293427255,-164.986828691
0.134859657224,0.111363320195,0.588874260682,0.30304539812,-194.692273237
0.124597299833,0.0997236902789,0.583343057522,0.291080457361,-143.895633201
0.140157153168,0.102737774507,0.608342382629,0.279399528353,-133.717512091
0.134099797293,0.090852106303,0.619962905129,0.27936925047,-178.252701115
0.118905540767,0.10241335872,0.633992531887,0.288475642654,-191.7734342
0.133728730784,0.0850387743506,0.634078778872,0.292316675482,-200.466694853
0.130699213464,0.107935148672,0.610753197434,0.283456232517,-190.091301627
0.143119130565,0.0993426129539,0.634857216236,0.323245845935,-114.890649472
0.136712357545,0.100494812363,0.631829393224,0.294381266483,-138.194928686
0.132739828201,0.0970020168672,0.621798762805,0.289194880389,-106.604837625
0.125605651121,0.0929231616802,0.641081037894,0.278034048709,-122.542318277
0.128070656265,0.0934836852577,0.609179187828,0.275304319282,-145.144455211
0.128036951784,0.0869737116364,0.599844324185,0.279763143317,-191.303114532
0.135193777425,0.100729469919,0.62364348524,0.291827137955,-140.336781328
0.121389252713,0.107317805042,0.616507611022,0.278715167147,-200.187129284
0.14201391903,0.105164791466,0.63216384742,0.291788082338,-163.550946281
0.128936647573,0.0990000080057,0.610877096635,0.297577651656,-138.383253192
0.134363830362,0.0832460710462,0.604539561914,0.280516986635,-211.996464086
0.133115050257,0.101868865758,0.621260583892,0.290688997163,-157.34795797
0.136064837236,0.0976450711308,0.617459288949,0.300939487759,-109.93992832
0.139218161033,0.10131651331,0.621184439706,0.277958839441,-124.339123518
0.133018430707,0.0983324645974,0.632128860381,0.289677609241,-122.781674612
0.133433946042,0.0918387938953,0.644248610768,0.30102583508,-155.269535655
0.12024210756,0.102904253438,0.631148684676,0.28718755228,-190.909718835
0.124748843974,0.0892970118034,0.59909446756,0.313101623955,-167.647599684
0.133180383506,0.0952896063867,0.605393670878,0.307394119077,-137.203843646
0.131085041916,0.0906037400606,0.608997395645,0.267843269972,-178.502861391
0.140142814739,0.0841367511043,0.627954028678,0.27689691385,-213.120196333
0.14218513645,0.0959329637317,0.622422318958,0.290210251542,-157.731459731
0.137427517193,0.103289835015,0.624877934849,0.280343641578,-154.257464431
0.126326223751,0.101842009115,0.615973190538,0.290814633565,-172.078379395
0.133879016024,0.0972821243172,0.60645784488,0.283816685104,-123.616809418
0.133151236707,0.114823582927,0.62694944126,0.287933161265,-210.340477154
0.136428259155,0.094033715481,0.613912118681,0.275852011299,-166.155977222
0.130752788536,0.0825033594133,0.623545294405,0.278912026632,-207.971949708
0.135726954595,0.0950586581267,0.612604158834,0.296313846288,-148.446589204
